t,x_true,y_true,psi,v,a_cmd,omega_cmd,x_meas,y_meas
59.6,0.961926582181508,-1.4698917070356963,-78.10313982804655,5.0,0.0,-2.855993321445318,0.9037629794255467,-2.1735576541028556
59.7,0.5088454478330191,-1.6813568003666919,-78.38873916019108,5.0,0.0,-2.8559933214452613,0.09004426263939302,-1.7078438304860646
59.800000000000004,0.01454068152150495,-1.7566083651459001,-78.67433849233561,5.0,0.0,-2.855993321445233,-0.15860749612071565,-1.1866305756765265
59.900000000000006,-0.4809420843301137,-1.6895499671331977,-78.95993782448012,5.0,0.0,-2.855993321445176,-0.15150735506181978,-1.1464062565129447
60.0,-0.9374617827820128,-1.485614278923931,-79.24553715662464,5.0,0.0,-2.855993321445176,-1.4918422373447888,-1.483029286389943
60.1,-1.3180339028928096,-1.1613229571245756,-79.53113648876915,5.0,0.0,-2.855993321445176,-0.8822774626665812,-1.5363439053717847
60.2,-1.591826754840678,-0.742948155992561,-79.81673582091366,5.0,0.0,-2.855993321445176,-1.5603206173534732,-1.8406085492914372
60.300000000000004,-1.7366592700695909,-0.2643841137448523,-80.10233515305818,5.0,0.0,-2.8559933214452045,-1.5905206646701688,0.4059498995943727
60.400000000000006,-1.7407979795478368,0.23559875704559258,-80.38793448520269,5.0,0.0,-2.8559933214452045,-1.260044138303629,1.345081984159748
60.5,-1.6039075896473414,0.7164948176999615,-80.67353381734722,5.0,0.0,-2.855993321445233,-2.275831755503742,-0.5300126289048528
60.6,-1.3370781456393397,1.1393447293830323,-80.95913314949175,5.0,0.0,-2.855993321445233,-0.7482785699828479,0.8835203619851164
60.7,-0.9619265821815544,1.4698917070354975,-81.24473248163628,5.0,0.0,-2.855993321445233,-0.3892659711800759,1.2955038187418937
60.800000000000004,-0.50884544783308,1.6813568003665238,-81.5303318137808,5.0,0.0,-2.855993321445233,-1.0477532367357099,1.280218341005226
60.900000000000006,-0.014540681521570842,1.7566083651457656,-81.81593114592533,5.0,0.0,-2.855993321445233,-0.516362812726197,1.5471930032970083
61.0,0.48094208433005237,1.6895499671330965,-82.10153047806986,5.0,0.0,-2.855993321445233,1.1836839365229352,1.6760684894572386
61.1,0.9374617827819622,1.4856142789238542,-82.38712981021439,5.0,0.0,-2.855993321445233,1.1482047949597805,1.8586473794920604
61.2,1.318033902892772,1.1613229571245136,-82.67272914235892,5.0,0.0,-2.8559933214452613,0.9198166729666246,1.3708395894827292
61.300000000000004,1.5918267548406506,0.742948155992506,-82.95832847450345,5.0,0.0,-2.8559933214452613,2.1143040297304205,1.1826831455688898
61.400000000000006,1.7366592700695687,0.26438411374479875,-83.24392780664797,5.0,0.0,-2.8559933214452613,1.151496894680592,0.45506069202162325
61.5,1.740797979547813,-0.23559875704564615,-83.5295271387925,5.0,0.0,-2.8559933214452613,2.036854780545382,-0.19202900414045931
61.6,1.6039075896473092,-0.7164948177000126,-83.81512647093703,5.0,0.0,-2.8559933214452755,1.4811242570279295,-1.7480450028457812
61.7,1.3370781456393002,-1.1393447293830787,-84.10072580308156,5.0,0.0,-2.8559933214452755,-0.3084304321399689,-1.2153279190407826
61.800000000000004,0.9619265821815091,-1.4698917070355373,-84.38632513522609,5.0,0.0,-2.8559933214452755,0.6914357747493635,-1.4804799322283637
61.900000000000006,0.5088454478330309,-1.6813568003665555,-84.67192446737062,5.0,0.0,-2.8559933214452755,0.08836894880345392,-2.132814193982686
62.0,0.014540681521520438,-1.7566083651457887,-84.95752379951514,5.0,0.0,-2.8559933214452755,-0.034437126060390524,-2.0710035148143486
